docno,text
403,Dex Number: #0403 Shinx Electric Name: Shinx Type: Electric Description: All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.
404,Dex Number: #0404 Luxio Electric Name: Luxio Type: Electric Description: Its claws loose electricity with enough amperage to cause fainting. They live in small groups.
405,Dex Number: #0405 Luxray Electric Name: Luxray Type: Electric Description: It has eyes that can see through anything. It spots and captures prey hiding behind objects.
406,"Dex Number: #0406 Budew Grass · Poison Name: Budew Type: Grass, Poison Description: Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen."
407,"Dex Number: #0407 Roserade Grass · Poison Name: Roserade Type: Grass, Poison Description: It attracts prey with a sweet aroma, then downs it with thorny whips hidden in its arms."
408,Dex Number: #0408 Cranidos Rock Name: Cranidos Type: Rock Description: It lived in jungles around 100 million years ago. Its skull is as hard as iron.
409,Dex Number: #0409 Rampardos Rock Name: Rampardos Type: Rock Description: Its powerful head butt has enough power to shatter even the most durable things upon impact.
410,"Dex Number: #0410 Shieldon Rock · Steel Name: Shieldon Type: Rock, Steel Description: A Pokémon that lived in jungles around 100 million years ago. Its facial hide is extremely hard."
411,"Dex Number: #0411 Bastiodon Rock · Steel Name: Bastiodon Type: Rock, Steel Description: Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries."
412,"Dex Number: #0412 Burmy Bug Name: Burmy Type: Bug Description: To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves."
413,"Dex Number: #0413 Wormadam Bug · Grass Name: Wormadam Type: Bug, Grass Description: When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed."
414,"Dex Number: #0414 Mothim Bug · Flying Name: Mothim Type: Bug, Flying Description: It loves the honey of flowers and steals honey collected by COMBEE."
415,"Dex Number: #0415 Combee Bug · Flying Name: Combee Type: Bug, Flying Description: A Pokémon formed by three others. It busily carries sweet floral honey to VESPIQUEN."
416,"Dex Number: #0416 Vespiquen Bug · Flying Name: Vespiquen Type: Bug, Flying Description: Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by COMBEE."
417,Dex Number: #0417 Pachirisu Electric Name: Pachirisu Type: Electric Description: It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.
418,Dex Number: #0418 Buizel Water Name: Buizel Type: Water Description: It has a flotation sac that is like an inflatable collar. It floats on water with its head out.
419,Dex Number: #0419 Floatzel Water Name: Floatzel Type: Water Description: It floats using its well-developed flotation sac. It assists in the rescues of drowning people.
420,"Dex Number: #0420 Cherubi Grass Name: Cherubi Type: Grass Description: The small ball holds the nutrients needed for evolution. Apparently, it is very sweet and tasty."
421,Dex Number: #0421 Cherrim Grass Name: Cherrim Type: Grass Description: It blooms during times of strong sunlight. It tries to make up for everything it endured as a bud.
422,"Dex Number: #0422 Shellos Water Name: Shellos Type: Water Description: Its colors and shapes differ from region to region. In the Sinnoh region, two types are confirmed."
423,"Dex Number: #0423 Gastrodon Water · Ground Name: Gastrodon Type: Water, Ground Description: It has a pliable body without any bones. If any part of its body is torn off, it grows right back."
424,"Dex Number: #0424 Ambipom Normal Name: Ambipom Type: Normal Description: To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now."
425,"Dex Number: #0425 Drifloon Ghost · Flying Name: Drifloon Type: Ghost, Flying Description: A Pokémon formed by the spirits of people and Pokémon. It loves damp, humid seasons."
426,"Dex Number: #0426 Drifblim Ghost · Flying Name: Drifblim Type: Ghost, Flying Description: It’s drowzy in daytime, but flies off in the evening in big groups. No one knows where they go."
427,Dex Number: #0427 Buneary Normal Name: Buneary Type: Normal Description: It slams foes by sharply uncoiling its rolled ears. It stings enough to make a grown-up cry in pain.
428,Dex Number: #0428 Lopunny Normal Name: Lopunny Type: Normal Description: An extremely cautious Pokémon. It cloaks its body with its fluffy ear fur when it senses danger.
429,Dex Number: #0429 Mismagius Ghost Name: Mismagius Type: Ghost Description: Its cries sound like incantations. Those hearing it are tormented by headaches and hallucinations.
430,"Dex Number: #0430 Honchkrow Dark · Flying Name: Honchkrow Type: Dark, Flying Description: Becoming active at night, it is known to swarm with numerous MURKROW in tow."
431,Dex Number: #0431 Glameow Normal Name: Glameow Type: Normal Description: It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.
432,Dex Number: #0432 Purugly Normal Name: Purugly Type: Normal Description: It is a brazen brute that barges its way into another Pokémon’s nest and claims it as its own.
433,Dex Number: #0433 Chingling Psychic Name: Chingling Type: Psychic Description: It emits cries by agitating an orb at the back of its throat. It moves with flouncing hops.
434,"Dex Number: #0434 Stunky Poison · Dark Name: Stunky Type: Poison, Dark Description: It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours."
435,"Dex Number: #0435 Skuntank Poison · Dark Name: Skuntank Type: Poison, Dark Description: It sprays a vile-smelling fluid from the tip of its tail to attack. Its range is over 160 feet."
436,"Dex Number: #0436 Bronzor Steel · Psychic Name: Bronzor Type: Steel, Psychic Description: Implements shaped like it were discovered in ancient tombs. It is unknown if they are related."
437,"Dex Number: #0437 Bronzong Steel · Psychic Name: Bronzong Type: Steel, Psychic Description: One caused a news sensation when it was dug up at a construction site after a 2,000-year sleep."
438,Dex Number: #0438 Bonsly Rock Name: Bonsly Type: Rock Description: It looks as if it is always crying. It is actually adjusting its body’s fluid levels by eliminating excess.
439,"Dex Number: #0439 Mime Jr. Psychic · Fairy Name: Mime Jr. Type: Psychic, Fairy Description: It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon."
440,Dex Number: #0440 Happiny Normal Name: Happiny Type: Normal Description: It loves round white things. It carries an egg-shaped rock in imitation of CHANSEY.
441,"Dex Number: #0441 Chatot Normal · Flying Name: Chatot Type: Normal, Flying Description: It can learn and speak human words. If they gather, they all learn the same saying."
442,"Dex Number: #0442 Spiritomb Ghost · Dark Name: Spiritomb Type: Ghost, Dark Description: A Pokémon that was formed by 108 spirits. It is bound to a fissure in an odd keystone."
443,"Dex Number: #0443 Gible Dragon · Ground Name: Gible Type: Dragon, Ground Description: It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close."
444,"Dex Number: #0444 Gabite Dragon · Ground Name: Gabite Type: Dragon, Ground Description: There is a long-held belief that medicine made from its scales will heal even incurable illnesses."
445,"Dex Number: #0445 Garchomp Dragon · Ground Name: Garchomp Type: Dragon, Ground Description: When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed."
446,"Dex Number: #0446 Munchlax Normal Name: Munchlax Type: Normal Description: It wolfs down its weight in food once a day, swallowing food whole with almost no chewing."
447,Dex Number: #0447 Riolu Fighting Name: Riolu Type: Fighting Description: The aura that emanates from its body intensifies to alert others if it is afraid or sad.
448,"Dex Number: #0448 Lucario Fighting · Steel Name: Lucario Type: Fighting, Steel Description: It has the ability to sense the auras of all things. It understands human speech."
449,"Dex Number: #0449 Hippopotas Ground Name: Hippopotas Type: Ground Description: It lives in arid places. Instead of perspiration, it expels grainy sand from its body."
450,Dex Number: #0450 Hippowdon Ground Name: Hippowdon Type: Ground Description: It blasts internally stored sand from ports on its body to create a towering twister for attack.
451,"Dex Number: #0451 Skorupi Poison · Bug Name: Skorupi Type: Poison, Bug Description: It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes."
452,"Dex Number: #0452 Drapion Poison · Dark Name: Drapion Type: Poison, Dark Description: It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison."
453,"Dex Number: #0453 Croagunk Poison · Fighting Name: Croagunk Type: Poison, Fighting Description: Its cheeks hold poison sacs. It tries to catch foes off guard to jab them with toxic fingers."
454,"Dex Number: #0454 Toxicroak Poison · Fighting Name: Toxicroak Type: Poison, Fighting Description: Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal."
455,"Dex Number: #0455 Carnivine Grass Name: Carnivine Type: Grass Description: It attracts prey with its sweet-smelling saliva, then chomps down. It takes a whole day to eat prey."
456,"Dex Number: #0456 Finneon Water Name: Finneon Type: Water Description: After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives."
